Rating,Date,Content
Rating: 5,"Posted on October 30, 2022 by Abdul muttalib Ahmad",it is a great palace to live in
Rating: 5,"Posted on October 30, 2022 by Zi Liang Tan","Having lived at Palm Galleria for a few years, the best part about this condo is that it’s really peaceful and quiet. Further, it’s close to Nature such as East Coast Park...."
Rating: 5,"Posted on October 30, 2022 by Aaron Chong",This is one of the best location to stay and indeed it is the heart of Lavender!
Rating: 5,"Posted on October 29, 2022 by Johnson Boh","First ever floating platform with condo facilities on it makes The Reef truly unique. The proximity to MRT, SG's largest mall Vivocity, SG's top attraction Sentosa, upcoming..."
Rating: 4.7,"Posted on October 28, 2022 by Kelvin Lee","Living here has been a real dream. A quick lift to the ground floor brings you directly to the Singapore River with great food, sights and outdoors - never a dull moment! The..."
Rating: 3.3,"Posted on October 27, 2022 by samuel gan","Good location, especially with several public buses and the Thomson East Coast MRT right outside the condo.  Next to the Bishan park and walking distance to Pierce Reservoir for..."
Rating: 5,"Posted on October 27, 2022 by gc lim","1/ Peaceful and Quiet Living
2/ Close to Park Connectors, able to reach small parks and East Coast Park.
3/ Side gate leading to MRT and Busstop
4/ Common Areas are well..."
Rating: 4.7,"Posted on October 25, 2022 by  ",location is great. everything else up to the bar though the units are pricey.
Rating: 5,"Posted on October 25, 2022 by R & B concept furniture",i Like the Location
Rating: 0,"Posted on October 25, 2022 by bee lwin",Very convenient with 2 mrt lines n many buses on Steven bus stop n Bukit Timah bus stop .
Rating: 3.7,"Posted on October 24, 2022 by Daniel Tan","Reputable schools ie. River Valley High, NTU. Daily Shuttle bus ferry fr residential to Jurong Point Shopping centre between 0630hrs to 1910hrs. Upcoming Gek Poh MRT JRL for our..."
Rating: 0.5,"Posted on October 24, 2022 by Julian Tan Leong","The old residents of the estate are very scheming, they want new owners to respect them. They complain about visitors and contractors of new owners and renovation works out of..."
Rating: 1,"Posted on October 24, 2022 by Kelley N",A lots of roaches and the common area is always very dirty
Rating: 4.8,"Posted on October 23, 2022 by KL Loh",Nice resort environment with very good rental yield
Rating: 0.7,"Posted on October 23, 2022 by Saritha Pratap",Common areas and car park are very dirty with dog pee/poop all over. This condo looks good from outside but the construction quality seems to be very poor. Our unit is top floor...
Rating: 4.3,"Posted on October 21, 2022 by Alyssa",Boutique development good for singles and couples who like privacy. Not many facilities for those with kids.
Rating: 5,"Posted on October 21, 2022 by  ",I have viewed all condos around the area and Varsity Park is the best by far. perfect place for families with kids. Close proximity to best international schools UWCSEA and...
Rating: 1.5,"Posted on October 21, 2022 by  ",Major issues with ventilation. Only 1 small window can be opened in each of the 3 rooms. The view faces the opposite block and a retaining wall that backs into the condo. If you...
Rating: 4.3,"Posted on October 18, 2022 by Steven Lau","Cozy and amicable environment.
Greenary gardena and large swimming pool."
Rating: 0.5,"Posted on October 18, 2022 by Steph Tan","Rent here for a 2 bed room unit. It definitely looks posh from the outside but when you stay there it worst. Pest issues, rats, mosquitoes, etc. Furnishing are poor quality. If..."
Rating: 1.2,"Posted on October 18, 2022 by Steph Tan","Only saving grace is the units are bigger, and near top schools.Pretty old, rundown, upkeep not that great even though they repainted the building. Limited carpark lots for..."
Rating: 4.3,"Posted on October 18, 2022 by 凯峰 陈",Quiet a peaceful place
Rating: 1.2,"Posted on October 18, 2022 by Ah Quek Choo","Stayed here for many years, some years back. Many units here have bad water leaks from the roof or from neighbors roof that is impossible to rectify. The walls and roof are..."
Rating: 0,"Posted on October 17, 2022 by Fransiska Tan","I have seen some review that this condo is not kid friendly which make me checking it our myself these few days. On Sunday evening, kids are happily splashing away in the pool...."
Rating: 3.3,"Posted on October 17, 2022 by  ",It is efficient in space layout despite small in sqf. Feels very exclusive due to 70 units only. If you like to come home to a quiet place this is most appropriate!
Rating: 5,"Posted on October 17, 2022 by  ",This is an ideal place for families looking at a peaceful and quiet living environment that is yet having connectivity to eateries and most areas in town.
Rating: 5,"Posted on October 17, 2022 by Richard Hoo","When defu mrt is up, it will be superb!"
Rating: 0,"Posted on October 16, 2022 by Andrew P","Beware even as a renter here, facilities are very old. Gym equipment not even working and common areas are almost not useable. The worst part is the management, they will not..."
Rating: 2.8,"Posted on October 14, 2022 by Clemens Valiente",pool has become very murky recently ever since the new management has taken over. the hot tubs are out of order half the time
Rating: 4.3,"Posted on October 14, 2022 by  ","definitely worth visiting, very convenient location and cozy living."
Rating: 2.8,"Posted on October 12, 2022 by  ","Convenient location , quiet and safe neighborhood. Small pool and small common areas not much space for kids to play. Management is a pain and not easy to deal with."
Rating: 5,"Posted on October 12, 2022 by YC LIU",Worth the investment
Rating: 4,"Posted on October 12, 2022 by  ","Wonderful transport links , a great place to stay in."
Rating: 5,"Posted on October 11, 2022 by QINGQING LIU",Good location and quiet place! Really like the cozy feeling.
Rating: 3.3,"Posted on October 11, 2022 by Lynn Yeo","A very tranquil place to stay in, with a very nice balcony view facing the swimming pool. One of the newest condominiums in Hillview. Both the exterior and interior of the..."
Rating: 4.7,"Posted on October 11, 2022 by  ","Very nice to live,very quite,feels like in resort
Full facilities condo"
Rating: 5,"Posted on October 11, 2022 by  ","Luxury, Spacious and Open Design"
Rating: 3.3,"Posted on October 10, 2022 by Chorwah Yeo","Relatively  a much newer condominium in hillview  area. Higher end interiors materials used by developer. Due to it  999 years least hold status, it is recommended to buy  for..."
Rating: 0,"Posted on October 10, 2022 by Angie Marshall","Being first time buyer, could someone please enlighten us if this is a safe location to buy? After reading the review about ''Murder News'' we are concerned."
Rating: 5,"Posted on October  9, 2022 by AH Lee",Within 1 km of RGPS and NYPS!
Rating: 5,"Posted on October  8, 2022 by cody sim","One of the bigger sized project, nice landscape"
Rating: 5,"Posted on October  8, 2022 by Yang Bo","This condo probably has one of the best locations in CCR, with botanic garden and orchard road nearby, and very good schools within 1KM. The Stevens interchange is 5 min away by..."
Rating: 0,"Posted on October  6, 2022 by john gomez","Convenient, comfortable, quality accessories, perfect for 2."
Rating: 3,"Posted on October  6, 2022 by Jie Chen","Near a few MRT stations for three lines, easy to access CTE"
Rating: 3.8,"Posted on October  5, 2022 by ling ng",A nice cosy place
Rating: 0,"Posted on October  5, 2022 by Neha",I hv been to this condo few times. Houses are big but commuting is a big hassle with no bus stop nearby. Residents are at the mercy of condo shuttle. No wonder prices are way...
Rating: 4.7,"Posted on October  5, 2022 by Kelvyn Lim 凯文","A mixed development with restaurants, supermarket and yet quiet and peaceful stay."
Rating: 5,"Posted on October  5, 2022 by candice ang",Nice sea view with excellent location
Rating: 3.7,"Posted on October  4, 2022 by  ","Although this condo was delayed due to the original developer problems, things are getting better and there are improvements to common areas and the condo facilities. The..."
Rating: 5,"Posted on October  4, 2022 by Henry Yap","Quiet and peaceful, yet a convenient location, near to local amenities and nature reserve. Excellent location for working adults, families, students, etc. with adequate..."
Rating: 5,"Posted on October  4, 2022 by Wxwb","Small pool, quiet place. Not many ppl crowded in the pool. One bedroom unit just nice for 2pax. Lovely balcony noce for dining area, and nice chill place to sit down and enjoy..."
Rating: 5,"Posted on October  4, 2022 by  ",Great for individuals and small families who love the natural and prefers a quiet environment. Those units facing the pool have a great hill of the natural reserve!
Rating: 5,"Posted on October  4, 2022 by 108jkc","Great value, central location, close to greenery"
Rating: 5,"Posted on October  4, 2022 by  ",There are many function rooms and outdoor activities area to hold events.
Rating: 0.3,"Posted on October  4, 2022 by Dowon Kim","Nice landscape architecture, good swimming pools. But very inconvenient condo for car park, car wash, tennis court. Parking space is too narrow. Car wash is not provided for the..."
Rating: 4.2,"Posted on October  4, 2022 by  ","Big swimming pool with kids pools at the side. Nice sky gardens with jazcuzzi and steam room. Nearby bus stops which lead to Nex/Serangoon mrt, malls like Greenwich and Seletar..."
Rating: 0.7,"Posted on October  3, 2022 by Nyein Ong",It’s a very old estate that’s poorly maintained and has no security whatsoever. Gate lock is broken and carpark is dingy with access left open most days. The one consolation...
Rating: 2.8,"Posted on October  3, 2022 by Hugues Pigné","The Condo has great facilities but the management seems to make it difficult to use them  with random or very long work. The landlord of this unit is very dishonest, I would..."
Rating: 4.2,"Posted on October  2, 2022 by Rae Y","I've been living in a 1-bedroom unit for 2 years. It is a nice, cosy little haven for singles. The condo manager is a helpful guy who will attend to your concerns. I like the..."
Rating: 1.7,"Posted on October  1, 2022 by  ",Accessibility is very good.   It is hard to come by taxi  The own place can be exposed by elevator repairman easily without any notice beforehand due to lack of security
Rating: 0,"Posted on October  1, 2022 by Ferhan Feroze","Beautiful estate with Primary & Secondary School as well amenities such as Coffee Bean, MacDonald, Subway, Kopitiam, Fitness Centre, Wet market, and Clinics all around the area."
Rating: 1.7,"Posted on September 30, 2022 by David Kopp","Ok, so the project is very old, private lift is not advantage its actually pretty annoying, servicing it every month. Management for past three years didn't do much more then..."
Rating: 1.3,"Posted on September 29, 2022 by Cat Lover",Noisy sports cars are affecting serenity of the estate. It is very noisy for units near parking lots. Sports hall is very dusty and dirty. Unlicensed vendors are also working in...
Rating: 3.3,"Posted on September 28, 2022 by James Rogers","Lived for 2yrs.
- Wonderful Condo
- Lovely large Units due to the age of the property
- Very peaceful at night, you can really hear next to nothing
- Nice community with..."
Rating: 1.5,"Posted on September 28, 2022 by James Rogers","Lived here for 4yrs.  At first a nice Condo, but major drawbacks to be aware of:
1) Noise..!!  Units facing the main Lap pool are in an Echo chamber.  You can see & hear..."
Rating: 0,"Posted on September 28, 2022 by g m kwang","The new condo pricing already reached S$2,000 psf and it is almost out of reach for those family who plan to upgrade from HDB to private estate.  Fortunately condo like Baywater..."
Rating: 1.5,"Posted on September 28, 2022 by  ",Toxic MCST helmed by the same chairman and his friend for years and refused to step down for others to lead. They hindered the participation of new residents into the council....
Rating: 5,"Posted on September 27, 2022 by peterng388 ng",Very nice peaceful environment full of nice greenery
Rating: 5,"Posted on September 26, 2022 by Nadia",Gorgeous residential place. Very well maintained with a lovely thriving community. Nestled in a beautiful neighbourhood with friendly residents.
Rating: 0.2,"Posted on September 26, 2022 by Nadia",City living and tiny space
Rating: 3.5,"Posted on September 26, 2022 by alex goh",Cosy
Rating: 4.2,"Posted on September 25, 2022 by Jonathan Ng","The price of this place is way under-value. Get it while it is still relatively low. New MRT coming in soon. Walk to bakeries, groceries, bars, restaurants, clinics, and East..."
Rating: 4.8,"Posted on September 25, 2022 by Beth Black","Buckley Classique was not the first property we rented in Singapore, but definitely the best so far. It's in the heart of the city yet it's very quiet. It's great for our family..."
Rating: 4.5,"Posted on September 25, 2022 by Jonathan Kuah","Located smack in the middle of one of the most prestigious retail streets in the world, The property offers convenience, energy and buzz but yet offers a lush green surrounding..."
Rating: 4.5,"Posted on September 23, 2022 by Li Juan Shang","I have lived there for 3 years and I really enjoyed all the facilities in the condo. The quiet study room, the spacious and cosy function plus dining room. The 50m tree top..."
Rating: 0.8,"Posted on September 23, 2022 by John Lum","Noisy expressway, school and construction nearby. Can forget about enjoying the facilities, small compound, they just squeeze all in to market it as full condo facilities. Also..."
Rating: 5,"Posted on September 22, 2022 by Melissa Goh","Its central location with key amenities makes it an ideal place for people of all ages - Basically you can find everything you need in this area!
within 1km to ACS (Barker),..."
Rating: 4.8,"Posted on September 22, 2022 by Chakshu Raina","+ full condo facilities including a golf driving range, 4 tennis courts, a dog run park, and a snooker room (pool, gym, bbq, etc goes without saying)
+ Of the 3 condos on the..."
Rating: 4.5,"Posted on September 21, 2022 by M K","Will start with Cons: As this is an apartment and not a full condo, it lacks in facilities like Olympic sized pool and tennis / basketball court. It does have a exercise gym...."
Rating: 5,"Posted on September 18, 2022 by YC LIU",Over all good value
Rating: 3.3,"Posted on September 18, 2022 by  ",Spacious. Good layout and a affordable price.
Rating: 4.8,"Posted on September 17, 2022 by WHO WHO",We have been looking around for about 3 year during pandemic and we have recently came across this place. Wow we have really fell in love with this resort look condo that hard...
Rating: 4,"Posted on September 17, 2022 by WHO WHO",Super huge master bedroom which not commonly find. Balcony with super open unblocked pool view with resort feels very comfortable and Relaxing
Rating: 2.2,"Posted on September 16, 2022 by  ",Have been staying here and I can say that the management has failed us owners time and time again. Paying such high maintenance fees only for these fellas to ask for more and...
Rating: 2,"Posted on September 16, 2022 by Ken Cheah",Noisy during the day due to construction sites nearby & and the condo is near Paya Lebar Military Airbase flight path. So you can hear loud airplanes landing multiple times a...
Rating: 5,"Posted on September 16, 2022 by Matthew Cheung","it's really close to the city and the major shopping areas (e.g PLQ) and old/featured areas like Katong and Joo Chiat.  I like those apartments facing south, having unblocked..."
Rating: 4.7,"Posted on September 14, 2022 by Keith Ng","Very satisfied with the purchase at Eight Riversuites.  Full facilities including 2 pools, elevated gym and even tennis court at low monthly maintenance fees.  Breezy..."
Rating: 5,"Posted on September 12, 2022 by  ","This is arguably the quietest, most peaceful place i have ever visited."
Rating: 2,"Posted on September 12, 2022 by  ","If you consider living in the Citylights condo, note few things that agents will not tell you:
- ICA construction site - noise, dust
- Kallang Gasworks remediation site -..."
Rating: 5,"Posted on September 12, 2022 by  ",Many places to lounge. Great pools and exercise corner / play area; Hougang river court newly built; responsible management
Rating: 5,"Posted on September 10, 2022 by Patrick Chua",Great and quiet environment for homestay among the landed enclave.
Rating: 5,"Posted on September 10, 2022 by Barry Lin",Great design on living room and dining room. Excellent interior decorations.  Nice common area and facilities . Close to Vivo City for transportation and amenities..
Rating: 5,"Posted on September 10, 2022 by Sufen Wang",Great ! I like the branding for this condo . I believe it provide a brand differentiation in the future if I decided to sell it in the resale market with the rest of other condo...
Rating: 5,"Posted on September 10, 2022 by Sufen Wang","Great ! One of the few hotel brand freehold  condo in spore , reasonable entry price compared to the rest of hotel branded condo . Newton have alot condos , the branding is..."
Rating: 4.2,"Posted on September  9, 2022 by Keik Wei Lee",Decent size Condominium with full condo facilities. Friendly neighbors. Awesome MCST!
Rating: 4.2,"Posted on September  9, 2022 by Anonymous",Peaceful and quiet area. Near to neighborhood shopping mall and transport provided to Jurong point.
Rating: 0,"Posted on September  8, 2022 by Lee Tai Heng",is not convenient travel-wise
Rating: 1.8,"Posted on September  6, 2022 by  ","Whole development has water leakage, floor popping for the internal units etc. Walls and ceiling are so thin that you can hear which room your upstairs neighbour is walking to..."
Rating: 2.3,"Posted on September  6, 2022 by  ","Pros - New management team is efficient and helpful, has group buys, quiet, lots of greenery, common areas are clean majority of the time, has a small velodrome for kids, close..."
Rating: 5,"Posted on September  6, 2022 by  ",This property is well maintained and the residents are cohesive. The tranquility is really attractive.
Rating: 1.5,"Posted on September  5, 2022 by John Molesse","Bins in common area are always full, management complain to everyone dont put trash outside bin

... Its always full!  How??? Management is constantly trying to stop all of us..."
Rating: 5,"Posted on September  5, 2022 by J J","As the title says, the location is really quite good, about 4 minutes from the train station. Maintenance is pretty decent save. Just one stop from Paya Lebar where you have a..."
Rating: 4.3,"Posted on September  4, 2022 by reshmy pillay","Very accessible condo near mrt. Near the train station and daily conveniences, yet quiet."
Rating: 5,"Posted on September  4, 2022 by  ",Stayed in premium block for 5 years and i love it very much ! good quality finishing and good design layout of the unit. compared to the other condos i stayed in the past 20...
Rating: 4.2,"Posted on September  3, 2022 by Chaw Ming Quek","Still like it here after many years. 

Location - near Newton MRT. All buses bring you there in 1 bus-stop. Near many top schools at Bukit Timah
Amenities - United square and..."
Rating: 4.2,"Posted on September  2, 2022 by Jackie Tan",Near to amenities .
Rating: 0.2,"Posted on September  2, 2022 by Mayki GC","Condo is poorly maintained. MA is not really responsive for requests - to fix broken things in the condo, booking of BBQ Pit, request for car decal etc. So frustrating. The..."
Rating: 2.5,"Posted on September  2, 2022 by Daniel Avnon",I rented a unit at 1 Shenton and had to move out early and stay in a hotel just to get some sleep (costing me a fortune due) as this place can be extremely noisy at night until...
Rating: 5,"Posted on September  2, 2022 by David Lim 林伟达",Good quality fixtures and building materials
Rating: 4,"Posted on September  2, 2022 by rick yin","3 Shopping mall just at door step, and 2 MRT line, within 2-3 mins walk, super convenient location ,
just image to walk to cinema in the late night and walking back . super cool."
Rating: 5,"Posted on September  1, 2022 by AZ C",Malls are located no more than 7 mins walk. NTUC near by. wide range of option for food (ie S$3 cai fan to S$300 per pax omakase). Quite development away from busy roads. Huge...
Rating: 5,"Posted on August 31, 2022 by Praveer Khare",It is peaceful and quiet and is close to necessary amenities like a mall and hospital.
Rating: 2.8,"Posted on August 30, 2022 by Jay C","First the good
1) Excellent location, close to both Orchard and Great World City. Very well connected by MRT and Buses
2) Great value for rental (if you can get it)

But..."
Rating: 1.2,"Posted on August 30, 2022 by Toy Story","Nearby Grocery stores, variety of food choices, TCM, massage services. Too many cafes popping up. Noisy and loud KTV music. Poor intercom buzzer that may not connect directly to..."
Rating: 0.8,"Posted on August 29, 2022 by Joe Quan","The condo facilities have not been maintained properly and are in bad condition. The buildings construction was not properly done and some features, such as the underground..."
Rating: 4.3,"Posted on August 28, 2022 by  ",A hidden gem as far as boutique developments come by; units are space-efficient and the building is reasonably maintained. The small gym may be forgiven once you notice the...
Rating: 5,"Posted on August 28, 2022 by  ",We have been living here for a year. One of the rare condos with an amazing waterfront at your doorstep. Waterfront area is also privately owned by Keppel and very well...
Rating: 1,"Posted on August 28, 2022 by fydr 336","Poor sound proofing, Near several construction sites super noisy, oso can hear forklift noise from nearby container terminal. worse is LL who is money face refuse to allow..."
Rating: 0.7,"Posted on August 28, 2022 by fydr 336","Poor sound proofing, surrounding several construction projects going on"
Rating: 3.7,"Posted on August 26, 2022 by jocelyn lee",Super convenient.  Units facing the canal too comfortable to live. Stay here for 15 yrs.  Enjoy the bird chirping  in the morning/afternoon. Relax. Like this condo very much.
Rating: 5,"Posted on August 26, 2022 by B *",Impressive and definitely worth it!
Rating: 4,"Posted on August 25, 2022 by Hansi Jay",Love this place as it has a lap pool and sand pool which u couldn’t find in any other condo. Units are spacious and quality fixtures as it was done by CDL. It’s really a...
Rating: 4,"Posted on August 25, 2022 by Dancing Nachos","We shifted here in April 2022. The amenities are excellent, with two large sized swimming pools, a generous gum, various decks, bbq pits, basketball courts etc. Our unit is..."
Rating: 0.8,"Posted on August 24, 2022 by ","First off, the unit we visited was small despite it being a 2 storey Penthouse. You can immediately feel the crampness once you step in. Although it did allow for queen size..."
Rating: 5,"Posted on August 23, 2022 by J C","The location is a gem! So near to MRT yet it's very quiet and calm the minute you turn into Stirling Road.  HDB coffee house and supermarket are just a few minutes walk away,..."
Rating: 1.5,"Posted on August 23, 2022 by Shen Yueli",Concierge and management office creates more problem than helping you resolve the problem.  Requested for an additional access card and there was no reply or follow up from them...
Rating: 2.7,"Posted on August 22, 2022 by ys fong","not much of a complain but feel that there shd be a walkway down for easy access to haw par mrt.  jus like neighbour horizon residences.
Can save at least 10 mins of walk if..."
Rating: 5,"Posted on August 21, 2022 by Maya Mihova",Happy to have relocated here
Rating: 0,"Posted on August 21, 2022 by KokEng Ng","One of the most value for money freehold properties at D9, given current property prices. Good for retirees, singles, no kid couples, couples with 1 young child, expats"
Rating: 1.3,"Posted on August 21, 2022 by KL Loh",Low rise condo with a small pool and a mini gym. Maintenance is extremely bad and need to remind and send email several times to fix things. Reluctant to change the spoiled...
Rating: 5,"Posted on August 19, 2022 by Junn Chua",Great for investment!
Rating: 4,"Posted on August 16, 2022 by Saw Guan Soo","Resort like condominium, recently refurbished and repainted the entire estate"
Rating: 5,"Posted on August 16, 2022 by Denise Low",Great location with good schools and amenities around. Estate is like renaissance resort style. I am a resident.
Rating: 5,"Posted on August 16, 2022 by Ngui","Enjoy my stay at this development at quiet unit. Nice poolview. Very convenience location,there is Tanjung Pagar MRT station, local and international cuisines to choose,..."
Rating: 3.7,"Posted on August 16, 2022 by Adie Pratama Putra","Decent size condo for singles/couples. Enjoyed the unblocked view and tranquility. Quiet and peaceful, yet a convenient place, near to amenities and nature reserve."
Rating: 5,"Posted on August 16, 2022 by Ngui","I enjoy the quietness in my apartment which facing beautiful pool, QUIET,  there's small balcony,"
Rating: 4,"Posted on August 14, 2022 by Gwyneth Marcelo","Building is beautiful but they are constantly fixing things - unusual for a new building, I would think. The apartments have good space, but the electrical wiring has failed us..."
Rating: 3.8,"Posted on August 13, 2022 by Dora Tan","I've lived here for 10 years and I can honestly say this is/will be the best property I'll ever live in. Sited on top of a hill, the view from my penthouse is spectacular. You'd..."
Rating: 0.7,"Posted on August 12, 2022 by Lionel Bruchez","We lived in this condo between 2020-2022. Back then, we were hesitant about renting this flat as the condo had poor reviews (below 3 stars overall rating) with ex tenants..."
Rating: 2.2,"Posted on August 12, 2022 by Sannie Shek","Bad management. Poor security service. Many pigeons on the balcony. 

Size is very decent and super convenient."
Rating: 1.2,"Posted on August 11, 2022 by  ",The rain shower in the pool is making a huge noise throughout the afternoon. It is so loud you can hardly use the pool or sit on the terrace in the afternoon. As the windows...
Rating: 4.5,"Posted on August 11, 2022 by Li Harry",cozy living
Rating: 3.7,"Posted on August 11, 2022 by Dana Esperanto",We did a full renovation and happy where we are. Facing the greenery is a big plus despite facing the main road. Trees does it magic. You will notice yellow birds living in...
Rating: 0,"Posted on August  9, 2022 by Ranjit Jose","The building has issues with acoustics - noise from around (neighbors/traffic) always seems to be there. It went to the extent, we had to move out given the crowd is back on the..."
Rating: 4.5,"Posted on August  9, 2022 by K Koh","The location is fantastic being a short walk to Great World City and Valley Point. 
It is on a quiet cul de sac. Was looking quite aged, but recent renovations have upgraded..."
Rating: 0.2,"Posted on August  9, 2022 by Iwan S","Such a bad quality finishing... noisy
No management office in the building
Many issue in the projects unsolved"
Rating: 2.2,"Posted on August  9, 2022 by Ranjit Jose","This condo used to be really good but in the last few years (since COVID/2020), this has taken a massive downturn in terms of quality/management/maintenance. Appears all good on..."
Rating: 4.7,"Posted on August  9, 2022 by Ranjit Jose","This is right in the middle of the busiest roads, busiest areas in Singapore. Felt suffocated. 2 bedroom apartment has a hotel feel and not a home feel. Suited only for..."
Rating: 5,"Posted on August  9, 2022 by KM Goh","Stars of kovan earns its name by having located in the heart of kovan, blessed with great transport connectivity and many good food options. Undoubtedly, Stars of kovan is a..."
Rating: 4.3,"Posted on August  8, 2022 by Vincent Ang",This is a hidden gem
Rating: 2,"Posted on August  7, 2022 by Winna Aw",There is something seriously wrong with the condo MC. The sauna has been under repair for more than 8 years and there is water ponding and mold/ fungus at the pool level.
Rating: 4.2,"Posted on August  7, 2022 by Huey Tan","Its a very nice property, and the biggest USP is its flats interior with such nice views of Sea and ship all day, haha. 
Its very quiet and the atmosphere for kids is so nice."
Rating: 3.2,"Posted on August  7, 2022 by Huey Tan","Liked the infra from interior, and the fact that convenience stores are all closeby. Noise from MRT depends on which side flat you are living in, but overall cannot complain..."
Rating: 2.5,"Posted on August  7, 2022 by Vincent Tan","A great location with amenities at door step. However, the huge turnoff & deal breaker for me was the security guard at carpark entrance when I drove in on 6 Aug 2022 at 2pm. He..."
Rating: 3.8,"Posted on August  6, 2022 by Christine Jagan","Near bus stops,  malls,  primary schools.  A lot of food stalls in the area,  restaurant, bars and coffee shops. 24hrs Joo Chiat Giant is less than 10 minutes walk. Small garden..."
Rating: 2,"Posted on August  6, 2022 by Ashley Kee Ashley Kee","After living here for three years, I can say that Kensington is not some place I'd reccommend. The facilities and general apartments are very cheap. Though it's still a..."
Rating: 3.7,"Posted on August  6, 2022 by Mark Jack","Every household  has 2 parking lots, there are plentiful of parking lots for visitors to park. In term of nearby amenities, it is one of the closest development to Parc Komo...."
Rating: 3.7,"Posted on August  6, 2022 by Russell NG","Edelweiss Park is just 4-5 minutes walk from it’s main gate or side gate to the upcoming Komo Shopees with pre-leased tenants including: NTUC FairPrice Finest, White Lodge..."
Rating: 3.7,"Posted on August  5, 2022 by F McKeown","We’ve lived here for the past two years as a family (8,6 and 1yo children). Quiet neighborhood with lots of greenery. A few families here with a WhatsApp group to communicate..."
Rating: 2.7,"Posted on August  5, 2022 by May Lau",Been living in this property for more than 6 years now. The former management was wonderful to deal with but since Melvin left things have been going downhill. New management...
Rating: 3.2,"Posted on August  4, 2022 by Saralie Pincini",Spectacular unblocked water views from some units and lovely twinkly lights at night too. Location almost on the top of Lavender MRT and with a choice of bus stops that will...
Rating: 1.5,"Posted on August  3, 2022 by Allen Lee","the western door broked for at least 4 weeks but no one fix it, the mangement team's phone is always busy"
Rating: 3.3,"Posted on August  3, 2022 by  ","As this is a small project, it’s understandable that there is no security post. Residents have access via the access card, and visitors can make use of the intercom to..."
Rating: 3.7,"Posted on August  3, 2022 by  ","Thankfully a reputable developer took over this project and completed it in good order. Though some of the fixings and carpentry were done years ago, the new..."
Rating: 3.7,"Posted on August  3, 2022 by  ","Thankfully a reputable developer took over this project and completed it in good order. Though some of the fixings and carpentry were done years ago, the new..."
Rating: 1.8,"Posted on August  2, 2022 by kj tan","Rented it few yrs ago and love the unblocked views from Blk 1! Family loved it. So rare to get such good unit, big rooms and space in Singapore in prime location. The asking..."
Rating: 0,"Posted on August  1, 2022 by Ken Ken",Not reccomended if u like quiet environment especially units facing the pool.and playground. MCST have done nothing after years of complain by residents. Take a look of the...
Rating: 3.8,"Posted on August  1, 2022 by R G",I love this condo; we have been staying here for a few years and still can't get over the unblocked greenery view.  Friendly management and very friendly residents overall have...
Rating: 2,"Posted on July 30, 2022 by Greg Whillis","The condo is nice. Location is great. The units are a little small, a 2 bedder is really one plus study. Elevators are slow, and for some reason one doesn’t link up with the..."
Rating: 5,"Posted on July 30, 2022 by zen san",Beautiful landscaping and water features
Rating: 1.5,"Posted on July 28, 2022 by JJJ RRR","I have stayed here blk 236, #14-xx for quite some while and just moved out. Owner rented the whole unit to a company and then they sub rent individual (4+1 store rm) rooms to..."
Rating: 2,"Posted on July 28, 2022 by  ","-There is a huge construction site just few meters away across the road, and the construction will continue for years. Not to mention the noise caused by the MRT and the..."
Rating: 3,"Posted on July 28, 2022 by DUO Residences New Tenant","This is a landed property converted into a condo development with the owners living on the ground floor.  Pros - high quality furnishings, nice built in closets, space..."
Rating: 3.7,"Posted on July 26, 2022 by Meraldo Antonio","Great, resort style condo good for families and those working near Seletar area. Greenwich Mall is just in the corner, with gym, food, etc. Free shuttle bus to Yio Chiu Kang MRT..."
Rating: 4.7,"Posted on July 26, 2022 by Al Sim",Great investment potential. Very well connected with current and will be further enhanced with 2 more new mrt lines linking all directions.
Rating: 4,"Posted on July 25, 2022 by  ",It is convenient by public transport and also driving. Newest condo at beauty world area.
Rating: 4.5,"Posted on July 25, 2022 by Ben Lim","About 12-15mins walk to Serangoon MRT(Exit A) and NEX shopping mall.
Less than 5mins walk to nearby coffeeshop.
Nearby direct bus 133 to Suntec(40mins peak hour)
Many direct..."
Rating: 0,"Posted on July 24, 2022 by Annie Peh",Greenery.  Quite . Nice place to stay.
Rating: 3,"Posted on July 24, 2022 by Yonghao Wee",Prestige living and great layouts.
Rating: 0,"Posted on July 23, 2022 by dan chng",lousy location. my god 1km to mrt ? go to condo u tot u rch domitory. laudry all over the places . shoe box size condo unit u realise mayb prison cell is bigger . coridors are...
Rating: 1.3,"Posted on July 22, 2022 by suhan singh","Lot of shortcomings. Very poor management, never listens to you. Repairs are never done on time. Units facing PIE have 10 hours of direct sun, so become very hot during the day...."
Rating: 1.3,"Posted on July 22, 2022 by Sharon lim","Stay in the villa block as owner for 6 years.  Not a ideal place for family.  Not much facilities, swimming pool, tennis court, bbq, function room.  Swimming closed many times..."
Rating: 5,"Posted on July 22, 2022 by Manan Awasthi",Units are nice and big and location is amazing especially for price it sells at
Rating: 1,"Posted on July 22, 2022 by Huey Tan",It's a very secluded condo. Has connectivity issues because only 1 MRT that too after 10 minute walk. PIE facing units are direct sun facing and noisy so should be avoided....
Rating: 3.2,"Posted on July 22, 2022 by Jiss Box",Stay here for the location not the amenities. Orchard Road is the best amenity.
Rating: 4.8,"Posted on July 21, 2022 by  ",Just a little far from MRT
